Date,pricebitcoin,marketbitcoin,priceethereum,marketethereum,pricelitecoin,marketlitecoin
2/7/2018,7621.3,1.28435E+11,757.07,73796288509,138.2,7617284052
2/6/2018,7754,1.30658E+11,793.12,77294507868,142.99,7879137720
2/5/2018,6955.27,1.17184E+11,697.95,68005284183,125.33,6903938802
2/4/2018,8277.01,1.39434E+11,834.68,81310521832,148.02,8151908186
2/3/2018,9174.91,1.5454E+11,964.02,93890299032,160.25,8822761363
2/2/2018,8830.75,1.48725E+11,915.78,89173962074,131.38,7231180059
2/1/2018,9170.54,1.54429E+11,1036.79,1.00935E+11,142.3,7830131933
1/31/2018,10221.1,1.721E+11,1118.31,1.08849E+11,163.35,8986099109
1/30/2018,10106.3,1.70152E+11,1071.13,1.04234E+11,165.28,9089747498
1/29/2018,11296.4,1.90164E+11,1182.36,1.15035E+11,181.66,9988197030
1/28/2018,11786.3,1.9839E+11,1246.01,1.21202E+11,193.87,10656038484
1/27/2018,11440.7,1.92551E+11,1107.07,1.07664E+11,180.89,9940021814
1/26/2018,11171.4,1.87996E+11,1055.17,1.02595E+11,176.73,9709025118
1/25/2018,11259.4,1.89455E+11,1056.03,1.02657E+11,180.27,9900458587
1/24/2018,11359.4,1.91115E+11,1058.78,1.02903E+11,179.99,9882205701
1/23/2018,10868.4,1.8283E+11,986.23,95831359552,177.81,9759876577
1/22/2018,10931.4,1.83866E+11,1003.26,97465684890,180.01,9878115975
1/21/2018,11600.1,1.95089E+11,1049.58,1.01944E+11,190.42,10446773723
1/20/2018,12899.2,2.16908E+11,1155.15,1.12174E+11,211.02,11573785098
1/19/2018,11607.4,1.95159E+11,1039.1,1.00883E+11,192.96,10580777289
1/18/2018,11474.9,1.92908E+11,1036.28,1.00588E+11,192.84,10570969164
1/17/2018,11188.6,1.8807E+11,1014.25,98429091487,186.52,10221726464
1/16/2018,11490.5,1.93121E+11,1053.69,1.02231E+11,188.33,10318360404
1/15/2018,13819.8,2.32243E+11,1291.92,1.2532E+11,232.77,12749749658
1/14/2018,13772,2.31413E+11,1366.77,1.32555E+11,238.68,13069624172
1/13/2018,14360.2,2.41269E+11,1396.42,1.35401E+11,259.19,14189082270
1/12/2018,13980.6,2.34865E+11,1273.2,1.23427E+11,236.86,12962893955
1/11/2018,13405.8,2.25179E+11,1154.93,1.11937E+11,229.37,12549854307
1/10/2018,14973.3,2.51473E+11,1255.82,1.21689E+11,250.52,13703530794
1/9/2018,14595.4,2.45096E+11,1299.74,1.25918E+11,247.04,13509671202
1/8/2018,15170.1,2.54715E+11,1148.53,1.11245E+11,255.76,13983422101
1/7/2018,16477.6,2.76635E+11,1153.17,1.11671E+11,288.45,15766532096
1/6/2018,17527,2.94217E+11,1041.68,1.00852E+11,296.45,16200057346
1/5/2018,17429.5,2.92544E+11,997.72,96574936368,249.27,13618156609
1/4/2018,15599.2,2.61795E+11,980.92,94924308783,241.37,13183094320
1/3/2018,15201,2.55081E+11,962.72,93146829617,245.37,13397610073
1/2/2018,14982.1,2.51378E+11,884.44,85552984077,255.68,13957197179
1/1/2018,13657.2,2.29119E+11,772.64,74724233458,229.03,12499214454
